,Unnamed: 0,strategy,label
2079,2079,Sibling support-siblings teach/encourage/mentor,3
276,276,"Look up city schedule online- library, movies in the park, farmers market.",0
2469,2469,"Nowadays there's a huge demand for such infant warmer unit, incubators and other equipment for new born infants",4
666,666,Change in weather conditions- too hot to be outside,0
2142,2142,Not sure how to get him to engage more socially.,4
2693,2693,He doesn't gives eye contact while talking with him.,4
2151,2151,He loves having his sisters around to play with him and do some of his exercises with,4
2989,2989,It started with mood swings,4
809,809,Attends before and after school programs,0
2648,2648,have gone through intense and rigorous research studies ,4
945,945,"Managing the stimuli of the event is extremely important, such as moving away from loud, overstimulating activities and seeking out quiet respite spaces.",0
2590,2590,says he wants to die ,4
2243,2243,I would like my son to participate in cleaning up his toys. ,4
810,810,We are always reading books to him. This is through out the day. He has his own book shelf that consist of about 100 stories that he has access to all the time. This allows him to bring us stories he is interested in.,0
2299,2299,He is placed in the middle of the action,4
868,868,"Mealtime - she is provided with 3 opportunities per day to sit in high chair with puree on tray, she will touch and attempt to feed though maority of nutrients are provided b G-J feeding tube.",0
2045,2045,Making sure he can 'practice' his social skills by joining groups/other kids every day,3
2361,2361,im obviously concerned its somthing more seriou,4
3093,3093,His father and I have been in the custody battle for nearly 3 years,4
3017,3017,The many diagnosis/disorders that are approved ,4
343,343,"make sure proper support is available--stools to reach countertops, handrails on the stairs, etc.",0
2666,2666,He has a high riding epiglotis ,4
2529,2529,It must be quite hard coping ,4
700,700,"When presenting my son with a new routine or an addition to the environment he's comfortable in, I use social stories. We read them and they have simple pictures to help my son understand the story, since his issues are mainly with receptive language. He memorizes his social stories and they help him when he's having trouble.",0
2395,2395,my 5 year old son gets this aswell. i have no idea what it is. ,4
767,767,"She loves the iPad and likes to play games, watch movies and look at pictures.  We just have to take it away from her at times, to get her to do other things, which isn't very popular.",0
753,753,Grouping with peers @ same physical/developmental age to promote more spontaneous socialization.,0
229,229,Ask daycare giver to do activities.,0
1716,1716,Ask what he would like to do,2
2709,2709,Everyone gets anxious about injections,4
1040,1040,Explain what we're doing next.,0
1909,1909,"When capable, ask her if she would like to try participating in different aspects of the activity",2
1685,1685, done his way and his speed,1
655,655,"I put the activity in front of him, show him how to play with the objects (he usually cannot remember), and activate his upper arm muscles through hands-on assistance to get him started.  Then I often leave him to begin play at his own pace, as it takes several minutes before he is ready to touch unfamiliar (or forgotten) objects.",0
908,908,My other strategy is in order to interact with the community I always taking him to church every Sunday. ,0
1702,1702,Try to keep him involved,1
620,620,Make sure the grocery store I shop at has a car cart so [name] is happy during shopping trip,0
1176,1176,"I need to help her make more play dates, this would be my fault due to needing to set more time aside for these activities",0
2651,2651, the nurseries and childminders ,4
726,726,Meet friends who have kids his age that can attend groups together,0
2255,2255,iPad,4
1456,1456,Reminding him that he can cover his ears if noise is too loud,1
1095,1095,have the food prep and table set prior to guests arriving so that I can spend more time with her and the guests,0
1488,1488,"The child is encouraged to communicate needs and wants via conversation.  If the child is struggling to produce it, the parents prompt.  The parents are always ready to leave an activity should the child become too controlling.",1
1943,1943,Reminding him what is and what is not trash. ,2
2867,2867,I fear my ex almost pushes problems on our children.  ,4
1552,1552,Story time: pointing out items or character in the book and asking him to try to locate them as well,1
968,968,Having adequate snack,0
1841,1841,Find things she enjoys,2
523,523,Get out more!,0
2505,2505,will not be an issue for him going forward.,4
9,9,We arrange playdates outside of house with peers and family,0
242,242,Have him play with friends that attend church.,0
1936,1936,"I cut [name]'s hair at home and he really hates it. It is quite the struggle to get it cut, using a reinforcement like watching an extra video clip has helped",2
330,330,If we make a list of what we need from the store [name] likes to check things off one by one. ,0
2318,2318,Waiting for cooler weather. It is too hot for most of the summer so we have to be choosy of when we go out.,4
564,564,The structure and the consistency of going to preschool. ,0
695,695,Shut of tv,0
2928,2928,We have a great-grandson who has four disorders ,4
1213,1213,racing car shopping carts help!,0
2599,2599,"my daughter has this barking cough, mainly at school",4
1399,1399,"Give more responsibilities with respect to assisting with cooking, baking or household chores",1
1154,1154,We bought him a chair to stand at the kitchen counter and watch meal preparation.,0
1813,1813,Making it fun and interesting. ,2
857,857,Meds to decrease social anxiety,0
1427,1427,"using their own fork, holding their own milk",1
2660,2660, and although she was very strong willed,4
2944,2944, miraculously it was fine.,4
2340,2340,her symptoms disappear or reduce dramatically. ,4
1937,1937,Have him help bake or make dinner,2
2658,2658,to be able to assess her. ,4
2173,2173,"I wish *name* would be able to communicate with me when he needs a diaper change wants his mouth moistened, I would LOVE if *name* could eat by mouth instead of being dependent on gj tube continuous feeds",4
1777,1777,if he gets to pick something out,2
1737,1737,pick activities that we know he will enjoy that may be more physically demanding such as swimming,2
1225,1225,reading books and singing songs before getting into bed for bedtime or naptime,0
2490,2490,as a family we have been through he'll ,4
1171,1171, lots of one to one attention,0
2596,2596,"(my friend's neice was given ""Last Rights"" at birth, ",4
2834,2834," Including his father, my husband. ",4
2882,2882,he was out of school most of the time .,4
2375,2375,A developmental peditrician may be the best route to take next.,4
1024,1024,Introduce cousins so he can interact with other children,0
1972,1972,she needs an aid or another adult to help assist her,3
763,763,We have therapy Monday thru Thursday. They teach how to work with him and try different techniques,0
2521,2521,He had a very traumatic time last Easter ,4
424,424,appropriate weather for activity,0
2539,2539,Glad I came across this .. ,4
