,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Dataset,ID,strategy,broad activity ,setting ,label,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
547,547,486,707,707,937,WC 3m,02-001,Keeping consistent with times and having her sister join the routine,basic care routine ,home,0.0,,,,,,,,,,,,,,,,,,,,
548,548,218,439,439,669,WC Baseline ,02-001,Hand over hand and helping her physically complete tasks,home,home,3.0,,,,,,,,,,,,,,,,,,,,
549,549,721,1278,1278,1602,WC 6m,02-001,Including others to make it more fun,play,home,0.0,,,,,,,,,,,,,,,,,,,,
550,550,726,1283,1283,1607,WC 6m,02-001,Proper training for staff,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
551,551,714,1271,1271,1595,WC 6m,02-001,Get down onto the floor on her level,home,home,0.0,,,,,,,,,,,,,,,,,,,,
552,552,719,1276,1276,1600,WC 6m,02-001,Including in tasks even if they're hard,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
553,553,427,648,648,878,WC 3m,02-001,Displaying her art work to make her proud and encourage it to happen more,play,home,0.0,,,,,,,,,,,,,,,,,,,,
554,554,713,1270,1270,1594,WC 6m,02-001,Come to educational seminars to larn how to help,home,home,0.0,,,,,,,,,,,,,,,,,,,,
555,555,727,1284,1284,1608,WC 6m,02-001,Repetition. Modelling proper way to do actiity over and over,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
556,556,224,445,445,675,WC Baseline ,02-001,Proper training and information for staff,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
557,557,220,441,441,671,WC Baseline ,02-001,Modelling and demonstration,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
558,558,501,722,722,952,WC 3m,02-001,Making sure events are wheelchair accesible for her to have more opportunity,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
559,559,216,437,437,667,WC Baseline ,02-001,Group encouragement - everyone cheering for her and making a big deal out of the smallest tasks,home,home,1.0,,,,,,,,,,,,,,,,,,,,
560,560,542,906,906,1227,WC 3m,02-001,Positive attitudes from peers and teachers,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
561,561,571,935,935,1256,WC 3m,02-001,Singing a specific song during activity to trigger her to know what's coming next,basic care routine ,home,0.0,,,,,,,,,,,,,,,,,,,,
562,562,725,1282,1282,1606,WC 6m,02-001,Proper equipment,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
563,563,712,1269,1269,1593,WC 6m,02-001,Adapting meterials to make it easier,play,home,0.0,,,,,,,,,,,,,,,,,,,,
564,564,459,680,680,910,WC 3m,02-001,Hand over hand help,chore,home,3.0,,,,,,,,,,,,,,,,,,,,
565,565,430,651,651,881,WC 3m,02-001,Dressing her up fancy and making the event seem extra special,social,home,0.0,,,,,,,,,,,,,,,,,,,,
566,566,221,442,442,672,WC Baseline ,02-001,Modelling the activity with much repetition,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
567,567,396,617,617,847,WC 3m,02-001,Acting overly exicted over the littlest of things,play,home,4.0,,,,,,,,,,,,,,,,,,,,
568,568,227,448,448,678,WC Baseline ,02-001,Using activities/songs shes more prone to enjoy doing,educational activity,daycare/preschool,2.0,,,,,,,,,,,,,,,,,,,,
569,569,579,943,943,1264,WC 3m,02-001,Special classroom for the disabled,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
570,570,214,435,435,665,WC Baseline ,02-001,Explaining how exciting it will be,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
571,571,575,939,939,1260,WC 3m,02-001,Sitting at school close to her favourite friends,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
572,572,217,438,438,668,WC Baseline ,02-001,Hand over hand action and demonstration,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
573,573,215,436,436,666,WC Baseline ,02-001,Explanation and she sees me do it repetatively daily,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
574,574,455,676,676,906,WC 3m,02-001,Giving her choices of activities instead of always choosing for her,educational activity,daycare/preschool,2.0,,,,,,,,,,,,,,,,,,,,
575,575,210,431,431,661,WC Baseline ,02-001,Allowing more time to do such activities,play,home,0.0,,,,,,,,,,,,,,,,,,,,
576,576,502,723,723,953,WC 3m,02-001,"Making things fun or silly, try to create a better interest",home,home,2.0,,,,,,,,,,,,,,,,,,,,
577,577,443,664,664,894,WC 3m,02-001,"Family involvement, modelling she sees eeryone doing it and wants to join",home,home,0.0,,,,,,,,,,,,,,,,,,,,
578,578,219,440,440,670,WC Baseline ,02-001,Having her sister show her and model it,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
579,579,720,1277,1277,1601,WC 6m,02-001,Including Others,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
580,580,506,727,727,957,WC 3m,02-001,Modelling behaviour,basic care routine ,home,0.0,,,,,,,,,,,,,,,,,,,,
581,581,724,1281,1281,1605,WC 6m,02-001,Making her feel included even when it's something she can't do,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
582,582,557,921,921,1242,WC 3m,02-001,Rewarding the positive behaviour,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
583,583,223,444,444,674,WC Baseline ,02-001,Peer/sibling encouragement,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
584,584,723,1280,1280,1604,WC 6m,02-001,Learn sign language or her gestures,home,home,3.0,,,,,,,,,,,,,,,,,,,,
585,585,467,688,688,918,WC 3m,02-001,Having more get togethers to give more opportunities,social,home,0.0,,,,,,,,,,,,,,,,,,,,
586,586,225,446,446,676,WC Baseline ,02-001,Silliness and making activities seem more fun,play,home,2.0,,,,,,,,,,,,,,,,,,,,
587,587,716,1273,1273,1597,WC 6m,02-001,Having an EA 100% of the time,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
588,588,222,443,443,673,WC Baseline ,02-001,Peer encouragement,educational activity,daycare/preschool,1.0,,,,,,,,,,,,,,,,,,,,
589,589,718,1275,1275,1599,WC 6m,02-001,I try to attend field trips so she can be more involved,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
590,590,616,980,980,1301,WC 3m,02-001,Wheelchair access,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
591,591,213,434,434,664,WC Baseline ,02-001,Encouraging through social interaction,play,home,1.0,,,,,,,,,,,,,,,,,,,,
592,592,478,699,699,929,WC 3m,02-001,Including other children in the activity,play,home,0.0,,,,,,,,,,,,,,,,,,,,
593,593,640,1064,1064,1386,WC 6m,01-031,Encouraged more outside time,play,home,0.0,,,,,,,,,,,,,,,,,,,,
594,594,102,135,135,222,WC Baseline ,01-031,Model social langguage and how to play,home,home,0.0,,,,,,,,,,,,,,,,,,,,
595,595,641,1065,1065,1387,WC 6m,01-031,Experienced/skilled daycare provider,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
596,596,434,655,655,885,WC 3m,01-031,Encourage child to participate in non screen activities by starting them myself,play,home,1.0,,,,,,,,,,,,,,,,,,,,
597,597,644,1081,1081,1403,WC 6m,01-031,Rotate toy options to pique interest,play,home,0.0,,,,,,,,,,,,,,,,,,,,
598,598,645,1082,1082,1404,WC 6m,01-031,Visit daycare environment to maintain familiarity ,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
599,599,399,620,620,850,WC 3m,01-031,Allow child to be in charge of completing activity,basic care routine ,home,1.0,,,,,,,,,,,,,,,,,,,,
600,600,414,635,635,865,WC 3m,01-031,Compromised on how activity was completed,basic care routine ,home,1.0,,,,,,,,,,,,,,,,,,,,
601,601,551,915,915,1236,WC 3m,01-031,Regular attendance,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
602,602,106,151,151,238,WC Baseline ,01-031,This is age appropriate for my child,chore,home,4.0,,,,,,,,,,,,,,,,,,,,
603,603,647,1084,1084,1406,WC 6m,01-031,Will re-enter daycare once treatment is complete,education ,daycare/preschool,4.0,,,,,,,,,,,,,,,,,,,,
604,604,105,150,150,237,WC Baseline ,01-031,"Small home daycare, my child receives lots of attention",daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
605,605,449,670,670,900,WC 3m,01-031,Gear our mutual activities around our child,home,home,0.0,,,,,,,,,,,,,,,,,,,,
606,606,100,133,133,220,WC Baseline ,01-031,Child limited by not walking. PT involved,educational activity,daycare/preschool,4.0,,,,,,,,,,,,,,,,,,,,
607,607,600,964,964,1285,WC 3m,01-031,Use topics of interest as connectors between activities,play,home,2.0,,,,,,,,,,,,,,,,,,,,
608,608,646,1083,1083,1405,WC 6m,01-031,Washing hands/face - allowing child to play with cloth once task complete,basic care routine,home,2.0,,,,,,,,,,,,,,,,,,,,
609,609,583,947,947,1268,WC 3m,01-031,Talk to my child aboutw hat I'm doing to pique interest,basic care routine ,home,0.0,,,,,,,,,,,,,,,,,,,,
610,610,107,152,152,239,WC Baseline ,01-031,"Use external motivation (e.g. crackers, hot wheels) to encourage increased gross motor skills",home,home,2.0,,,,,,,,,,,,,,,,,,,,
611,611,463,684,684,914,WC 3m,01-031,Have child interact in small groups with familiar children,educational activity,daycare/preschool,2.0,,,,,,,,,,,,,,,,,,,,
612,612,643,1080,1080,1402,WC 6m,01-031,One parent off work full-time to accommodate appointments and work on development,home,home,0.0,,,,,,,,,,,,,,,,,,,,
613,613,413,634,634,864,WC 3m,01-031,Complete activities on the floor to help with participation ,home,home,0.0,,,,,,,,,,,,,,,,,,,,
614,614,400,621,621,851,WC 3m,01-031,Allow for extra time for activity completion,home,home,0.0,,,,,,,,,,,,,,,,,,,,
615,615,541,905,905,1226,WC 3m,01-031,Play music videos on TV and play along with instruments,play,home,0.0,,,,,,,,,,,,,,,,,,,,
616,616,610,974,974,1295,WC 3m,01-031,We introduce child to daycare environment,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
617,617,104,137,137,224,WC Baseline ,01-031,My child is attending daycare to help with interactions,social,home,0.0,,,,,,,,,,,,,,,,,,,,
618,618,543,907,907,1228,WC 3m,01-031,Practice activities at home with child to increase confidence/participation,educational activity,daycare/preschool,3.0,,,,,,,,,,,,,,,,,,,,
619,619,101,134,134,221,WC Baseline ,01-031,Have tried making activities like teeth brushing more fun for my child (e.g. letting the water run so we can splash),basic care routine,home,2.0,,,,,,,,,,,,,,,,,,,,
620,620,108,153,153,240,WC Baseline ,01-031,We sit on the floor to play with our child,home,home,0.0,,,,,,,,,,,,,,,,,,,,
621,621,642,1066,1066,1388,WC 6m,01-031,Follow through with therapy suggestions,home,home,0.0,,,,,,,,,,,,,,,,,,,,
622,622,103,136,136,223,WC Baseline ,01-031,My child doesnt walk which hinders participation with peers. PT is involved,social,home,4.0,,,,,,,,,,,,,,,,,,,,
623,623,2247,2804,2804,3128,SNF Supp.,686,Verbal praise.,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
624,624,2243,2800,2800,3124,SNF Supp.,686,"If i let him make his own choices, what toothpaste to use, what shirt he would like to wear, etc.",basic care routine,home,2.0,,,,,,,,,,,,,,,,,,,,
625,625,2239,2796,2796,3120,SNF Supp.,686,Having his leap pad or a tablet with us.,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
626,626,2242,2799,2799,3123,SNF Supp.,686,If i explain what we are doing and why we are doing it.,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
627,627,2233,2790,2790,3114,SNF Supp.,686,Explaining what will be expected of him before actually arriving.,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
628,628,2246,2803,2803,3127,SNF Supp.,686,Setting a time amount and showing him where we are going and for about how long.,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
629,629,2244,2801,2801,3125,SNF Supp.,686,If i make it into a game so he thinks it is fun.,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
630,630,2241,2798,2798,3122,SNF Supp.,686,If he is given verbal praise when he accomplishes a task.,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
631,631,2245,2802,2802,3126,SNF Supp.,686,Make a routine.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
632,632,2238,2795,2795,3119,SNF Supp.,686,Having another child with us.,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
633,633,2236,2793,2793,3117,SNF Supp.,686,Having a understanding instructor.,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
634,634,2234,2791,2791,3115,SNF Supp.,686,Finding family friendly safe events to participate in.,community,community,0.0,,,,,,,,,,,,,,,,,,,,
635,635,2232,2789,2789,3113,SNF Supp.,686,Explaining in detail what we will be doing before hand.,community,community,0.0,,,,,,,,,,,,,,,,,,,,
636,636,2231,2788,2788,3112,SNF Supp.,686,Do things together.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
637,637,2240,2797,2797,3121,SNF Supp.,686,Having other children who understand his condition in the group.,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
638,638,2235,2792,2792,3116,SNF Supp.,686,Having a reward system.,home,home,2.0,,,,,,,,,,,,,,,,,,,,
639,639,2237,2794,2794,3118,SNF Supp.,686,Having another adult with us to help out.,community,community,0.0,,,,,,,,,,,,,,,,,,,,
640,640,2230,2787,2787,3111,SNF Supp.,686,A reward for completing tasks.,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
641,641,1287,1844,1844,2168,SNF Supp.,212,Expose him to it in brief encounters.,classes and groups,community,1.0,,,,,,,,,,,,,,,,,,,,
642,642,1285,1842,1842,2166,SNF Supp.,212,encouragement.,classes and groups,community,1.0,,,,,,,,,,,,,,,,,,,,
643,643,1295,1852,1852,2176,SNF Supp.,212,He likes putting stuff in so loading the dryer is a good task to practice start to finish.,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
644,644,1291,1848,1848,2172,SNF Supp.,212,Getting other people to play with him.,community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
645,645,1292,1849,1849,2173,SNF Supp.,212,Getting siblings to participate with him.,play,home,0.0,,,,,,,,,,,,,,,,,,,,
646,646,1297,1854,1854,2178,SNF Supp.,212,Letting him pick his own cloths has been a big help to getting him dressed.,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
647,647,1309,1866,1866,2190,SNF Supp.,212,Trying new things ,recreational,community,1.0,,,,,,,,,,,,,,,,,,,,
648,648,1303,1860,1860,2184,SNF Supp.,212,Reminding him what is and what is not trash. ,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
649,649,1308,1865,1865,2189,SNF Supp.,212,Try to get him to interact by incorporating stuff he likes.,social ,home,2.0,,,,,,,,,,,,,,,,,,,,
650,650,1294,1851,1851,2175,SNF Supp.,212,He can not stand to be dirty or touch certian thinks so explaining to him that its ok and letting him clean off as much as he needs to has started to open him up to touching more things.,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
651,651,1286,1843,1843,2167,SNF Supp.,212,Explaining things over and over trying to kep him calm.,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
652,652,1304,1861,1861,2185,SNF Supp.,212,Staying away from anyplace with moving cars.,community,community,0.0,,,,,,,,,,,,,,,,,,,,
653,653,1306,1863,1863,2187,SNF Supp.,212,Try and get him to interact rather then be in control.,play,home,1.0,,,,,,,,,,,,,,,,,,,,
654,654,1288,1845,1845,2169,SNF Supp.,212,Finding something that he likes.,community sponsored,community,2.0,,,,,,,,,,,,,,,,,,,,
655,655,1298,1855,1855,2179,SNF Supp.,212,Letting him to do what other people are doing.,social ,home,1.0,,,,,,,,,,,,,,,,,,,,
656,656,1283,1840,1840,2164,SNF Supp.,212,Bringing stuff form home.,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
657,657,1282,1839,1839,2163,SNF Supp.,212,Being ok with his constant wants and needs even when he really doesn't want or need it.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
658,658,1302,1859,1859,2183,SNF Supp.,212,Redirecting what is bothersome to him.,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
659,659,1296,1853,1853,2177,SNF Supp.,212,Keeping it as short as I can.,outing ,community,4.0,,,,,,,,,,,,,,,,,,,,
660,660,1305,1862,1862,2186,SNF Supp.,212,Taking turns and choosing something different.,play,home,1.0,,,,,,,,,,,,,,,,,,,,
661,661,1310,1867,1867,2191,SNF Supp.,212,understanind,home,home,4.0,,,,,,,,,,,,,,,,,,,,
662,662,1289,1846,1846,2170,SNF Supp.,212,Finding space for him to run.,community,community,0.0,,,,,,,,,,,,,,,,,,,,
663,663,1311,1868,1868,2192,SNF Supp.,212,Watching where and what he seems to like.,recreational,community,2.0,,,,,,,,,,,,,,,,,,,,
664,664,1293,1850,1850,2174,SNF Supp.,212,Giving him something to do so that I can get done what has to be done.,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
665,665,1300,1857,1857,2181,SNF Supp.,212,Planing for the future when he gets older.,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
666,666,1290,1847,1847,2171,SNF Supp.,212,Finding things that he likes or that will keep him busy.,community,community,2.0,,,,,,,,,,,,,,,,,,,,
667,667,1299,1856,1856,2180,SNF Supp.,212,Letting him to hold something or bring something of his.,neighborhood outings,community,1.0,,,,,,,,,,,,,,,,,,,,
668,668,1284,1841,1841,2165,SNF Supp.,212,Doing the same routines over and over. If he does not go to bed we have to start back at the begining.,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
669,669,1307,1864,1864,2188,SNF Supp.,212,Try and keep him occupied so he doesnt want to run around.,community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
670,670,1301,1858,1858,2182,SNF Supp.,212,Playtime on his level.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
671,671,2482,3039,3039,3363,SNF Supp.,762,"When my daughter eats really well I give her a lot of verbal praise. I also don't make a huge fuss if sometimes she doesn't eat as well, it just causes more of a struggle.",basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
672,672,2465,3022,3022,3346,SNF Supp.,762,I also give her stickers for her goal sheet to pick up toys for a prize after so many stickers.,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
673,673,2476,3033,3033,3357,SNF Supp.,762,Listening to my daughter and paying attention to her feelings,home,home,0.0,,,,,,,,,,,,,,,,,,,,
