,Unnamed: 0,ID,Entries,Forum,Forum size (# of posts),Age of Child,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,label,strategy
647,647,3092, the specialist just told us that our daughter would probably suffer ,,,9,,,,,,,,,,,,,,,,,,,,,,,4, the specialist just told us that our daughter would probably suffer 
648,648,3092,with polysistic ovary syndrome. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,with polysistic ovary syndrome. 
649,649,3092,That was that.....,,,9,,,,,,,,,,,,,,,,,,,,,,,4,That was that.....
650,650,3092,"no offer of a blood test, ",,,9,,,,,,,,,,,,,,,,,,,,,,,4,"no offer of a blood test, "
651,651,3092,no more answers and so we left. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,no more answers and so we left. 
652,652,3092,It is such a shame our children have to go through this,,,9,,,,,,,,,,,,,,,,,,,,,,,4,It is such a shame our children have to go through this
653,653,3092, it is heartbreaking that we cannot stop it. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4, it is heartbreaking that we cannot stop it. 
654,654,3092,Is a help to know it's not just my daughter suffering.,,,9,,,,,,,,,,,,,,,,,,,,,,,4,Is a help to know it's not just my daughter suffering.
655,655,3093,Many children start puberty around the age 8/9,,,,,,,,,,,,,,,,,,,,,,,,,,4,Many children start puberty around the age 8/9
656,656,3093,"by the time they have reached 10/11 quite a few have started their periods.
",,,,,,,,,,,,,,,,,,,,,,,,,,4,"by the time they have reached 10/11 quite a few have started their periods.
"
657,657,3093,Not as rare as people might think.,,,,,,,,,,,,,,,,,,,,,,,,,,4,Not as rare as people might think.
658,658,3094,daughters are suffering from early puberty.,,,8,,,,,,,,,,,,,,,,,,,,,,,4,daughters are suffering from early puberty.
659,659,3094, My daughter is 8 now ,,,8,,,,,,,,,,,,,,,,,,,,,,,4, My daughter is 8 now 
660,660,3094,when she was 6 she was diagnosed with precocious puberty.,,,8,,,,,,,,,,,,,,,,,,,,,,,4,when she was 6 she was diagnosed with precocious puberty.
661,661,3094," She had breast development, pubic hair and body odour. ",,,8,,,,,,,,,,,,,,,,,,,,,,,4," She had breast development, pubic hair and body odour. "
662,662,3094,She under went a series of test b4 being diagnosed.  ,,,8,,,,,,,,,,,,,,,,,,,,,,,4,She under went a series of test b4 being diagnosed.  
663,663,3094,good to hear from you,,,8,,,,,,,,,,,,,,,,,,,,,,,4,good to hear from you
664,664,3095,"My Daughter is nearly 10, ",,,9,,,,,,,,,,,,,,,,,,,,,,,4,"My Daughter is nearly 10, "
665,665,3095,she started to show signs of pubic hair about a year ago ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,she started to show signs of pubic hair about a year ago 
666,666,3095,she was not too concerned as she was nearly 9  ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,she was not too concerned as she was nearly 9  
667,667,3095,aalthough she was on the lower end of starting was ok. ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,aalthough she was on the lower end of starting was ok. 
668,668,3095,she is in stage 3 of breast development ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,she is in stage 3 of breast development 
669,669,3095,stage 5 of pubic hair ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,stage 5 of pubic hair 
670,670,3095,the doctor was happy with her development ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,the doctor was happy with her development 
671,671,3095,unless there were any concerns ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,unless there were any concerns 
672,672,3095,we did not have to go back.,,,9,,,,,,,,,,,,,,,,,,,,,,,4,we did not have to go back.
673,673,3096,I agree with [name],,,9,,,,,,,,,,,,,,,,,,,,,,,4,I agree with [name]
674,674,3096, I am a PE teacher for girls aged Nine to Eleven  ,,,9,,,,,,,,,,,,,,,,,,,,,,,4, I am a PE teacher for girls aged Nine to Eleven  
675,675,3096,You also notice with the ten and eleven yr olds having dark patches of Pubic Hair already.,,,9,,,,,,,,,,,,,,,,,,,,,,,4,You also notice with the ten and eleven yr olds having dark patches of Pubic Hair already.
676,676,3097,my daughter is 7 years 10months ,,,7,,,,,,,,,,,,,,,,,,,,,,,4,my daughter is 7 years 10months 
677,677,3097,strted to show signs of this condition about 6months ago ,,,7,,,,,,,,,,,,,,,,,,,,,,,4,strted to show signs of this condition about 6months ago 
678,678,3097,was diagnosed with premature puberty yesturday ,,,7,,,,,,,,,,,,,,,,,,,,,,,4,was diagnosed with premature puberty yesturday 
679,679,3097, wicth im a bit worrid about,,,7,,,,,,,,,,,,,,,,,,,,,,,4, wicth im a bit worrid about
680,680,3097, im sure he should be doing more!!,,,7,,,,,,,,,,,,,,,,,,,,,,,4, im sure he should be doing more!!
681,681,3097, its a very young age to have to go though this!!! ,,,7,,,,,,,,,,,,,,,,,,,,,,,4, its a very young age to have to go though this!!! 
682,682,3097,i fel so sorry for her ,,,7,,,,,,,,,,,,,,,,,,,,,,,4,i fel so sorry for her 
683,683,3097,i dont want to put her though unnessuary tests if she dosent need it ,,,7,,,,,,,,,,,,,,,,,,,,,,,4,i dont want to put her though unnessuary tests if she dosent need it 
684,684,3097,but i realy feel like the doc needs to be doing more!!,,,7,,,,,,,,,,,,,,,,,,,,,,,4,but i realy feel like the doc needs to be doing more!!
685,685,3098,about a year ago I thought my daughter had started puberty ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,about a year ago I thought my daughter had started puberty 
686,686,3098,however the signs were not very obvious. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,however the signs were not very obvious. 
687,687,3098,"She is now six with fully developed public hair,",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"She is now six with fully developed public hair,"
688,688,3098, she sweats all the time ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, she sweats all the time 
689,689,3098,her mood swings are horrific! ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,her mood swings are horrific! 
690,690,3098,I am absolutely mortified! ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,I am absolutely mortified! 
691,691,3099,my grand daughter will be 7 ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,my grand daughter will be 7 
692,692,3099,and shes going through puberty just now too ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,and shes going through puberty just now too 
693,693,3099,she doesnt understand why her boobs r growing,,,6,,,,,,,,,,,,,,,,,,,,,,,4,she doesnt understand why her boobs r growing
694,694,3099, shes getting hair down below,,,6,,,,,,,,,,,,,,,,,,,,,,,4, shes getting hair down below
695,695,3099, its hard to explain to her,,,6,,,,,,,,,,,,,,,,,,,,,,,4, its hard to explain to her
696,696,3100, it's my first time here. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, it's my first time here. 
697,697,3100,"Really hoping that someone can offer some advice.

",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"Really hoping that someone can offer some advice.

"
698,698,3100,So my daughter may have precocious puberty. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,So my daughter may have precocious puberty. 
699,699,3100,She is only 6 years and 3 months old.,,,6,,,,,,,,,,,,,,,,,,,,,,,4,She is only 6 years and 3 months old.
700,700,3100, She has a few symptoms ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, She has a few symptoms 
701,701,3100,alone weren't a cause for concern. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,alone weren't a cause for concern. 
702,702,3100,For the last few months she has started to cry a lot,,,6,,,,,,,,,,,,,,,,,,,,,,,4,For the last few months she has started to cry a lot
703,703,3100," and she isn't even sure why, ",,,6,,,,,,,,,,,,,,,,,,,,,,,4," and she isn't even sure why, "
704,704,3100,just very emotional and her mood seems up and down. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,just very emotional and her mood seems up and down. 
705,705,3100,Its definitely a change I noticed ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,Its definitely a change I noticed 
706,706,3100,"thought was unusual for her, ",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"thought was unusual for her, "
707,707,3100,"kids do go through phases so I thought no more about it.

",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"kids do go through phases so I thought no more about it.

"
708,708,3100,Then a few days ago she gave me a hug ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,Then a few days ago she gave me a hug 
709,709,3100,I realised that her armpits were quite smelly.,,,6,,,,,,,,,,,,,,,,,,,,,,,4,I realised that her armpits were quite smelly.
710,710,3100," An adult body odour smell, so I thought it was unusual ",,,6,,,,,,,,,,,,,,,,,,,,,,,4," An adult body odour smell, so I thought it was unusual "
711,711,3100,shes so young and she has never had this issue before at all. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,shes so young and she has never had this issue before at all. 
712,712,3100,"But again it wasn't a massive cause for concern, ",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"But again it wasn't a massive cause for concern, "
713,713,3100,just one of those things I thought.,,,6,,,,,,,,,,,,,,,,,,,,,,,4,just one of those things I thought.
714,714,3100,So yesterday she pointed out to me that she had hairs 'down there.' ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,So yesterday she pointed out to me that she had hairs 'down there.' 
715,715,3100,so I had a look and she has started to grow pubic hair! ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,so I had a look and she has started to grow pubic hair! 
716,716,3100,"She also had a lot of white discharge.

",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"She also had a lot of white discharge.

"
717,717,3100, take it from there.  ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, take it from there.  
718,718,3100,"He seemed to imply that 6 was too young for puberty,",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"He seemed to imply that 6 was too young for puberty,"
719,719,3100, as if he was hoping it was something else. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, as if he was hoping it was something else. 
720,720,3100,But he couldn't offer another explanation for the pubic hair. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,But he couldn't offer another explanation for the pubic hair. 
721,721,3100,He said if her boobs start to grow or she develops anymore symptoms to take her back sooner. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,He said if her boobs start to grow or she develops anymore symptoms to take her back sooner. 
722,722,3100,"So I'm not exactly panicking or anything, more concerned and confused. ",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"So I'm not exactly panicking or anything, more concerned and confused. "
723,723,3100,"I would really appreciate hearing some other people's experiences please,",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"I would really appreciate hearing some other people's experiences please,"
724,724,3100, whether it sounds the same and whether the doctor is on the right track.,,,6,,,,,,,,,,,,,,,,,,,,,,,4, whether it sounds the same and whether the doctor is on the right track.
725,725,3100,So sorry to hear that your daughter is going through this too. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,So sorry to hear that your daughter is going through this too. 
726,726,3100,I completely sympathise with you.,,,6,,,,,,,,,,,,,,,,,,,,,,,4,I completely sympathise with you.
727,727,3100, My daughter is now 6 years 7 months  ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, My daughter is now 6 years 7 months  
728,728,3100,we still don't have an official diagnosis. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,we still don't have an official diagnosis. 
729,729,3100, she has definitely started puberty  ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, she has definitely started puberty  
730,730,3100,The wrist x-ray confirmed that her bone age was over 8years old,,,6,,,,,,,,,,,,,,,,,,,,,,,4,The wrist x-ray confirmed that her bone age was over 8years old
731,731,3100,"around 2 years advanced at the time
 ",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"around 2 years advanced at the time
 "
732,732,3100,I know that for us it's been such a difficult time,,,6,,,,,,,,,,,,,,,,,,,,,,,4,I know that for us it's been such a difficult time
733,733,3100,still is unfortunately. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,still is unfortunately. 
734,734,3100,still have a long way to go,,,6,,,,,,,,,,,,,,,,,,,,,,,4,still have a long way to go
735,735,3100,"Aww I know, it really is awful. ",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"Aww I know, it really is awful. "
736,736,3100, I was hoping we would have some answers by now. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, I was hoping we would have some answers by now. 
737,737,3100, The treatment can delay certain parts of puberty but not others. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, The treatment can delay certain parts of puberty but not others. 
738,738,3100,I am hoping that they can start treatment soon,,,6,,,,,,,,,,,,,,,,,,,,,,,4,I am hoping that they can start treatment soon
739,739,3100,"it's becoming unbearable for her.

",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"it's becoming unbearable for her.

"
740,740,3100, it is happening to her way too early. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, it is happening to her way too early. 
741,741,3100, I don't think they can possibly understand at such a young age. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, I don't think they can possibly understand at such a young age. 
742,742,3100,"It really is so unfair for them to be going through it so young.

 ",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"It really is so unfair for them to be going through it so young.

 "
743,743,3100,only you know how much she would be able to take in xx,,,6,,,,,,,,,,,,,,,,,,,,,,,4,only you know how much she would be able to take in xx
744,744,3101,I am wondering what stage you are now at with your daughter.,,,6,,,,,,,,,,,,,,,,,,,,,,,4,I am wondering what stage you are now at with your daughter.
745,745,3101,My daughter is only 6 and a half.,,,6,,,,,,,,,,,,,,,,,,,,,,,4,My daughter is only 6 and a half.
746,746,3101, I noticed breast buds a few months ago ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, I noticed breast buds a few months ago 
747,747,3101,thought nothing of it as shes quite stocky for her age.,,,6,,,,,,,,,,,,,,,,,,,,,,,4,thought nothing of it as shes quite stocky for her age.
748,748,3101,"i noticed some pubic hair,",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"i noticed some pubic hair,"
749,749,3101,he has also been very moody.,,,6,,,,,,,,,,,,,,,,,,,,,,,4,he has also been very moody.
750,750,3101,I am totally distraught for her and so worried.,,,6,,,,,,,,,,,,,,,,,,,,,,,4,I am totally distraught for her and so worried.
751,751,3101,I am so worried for her.,,,6,,,,,,,,,,,,,,,,,,,,,,,4,I am so worried for her.
752,752,3101,I cant believe you have not had a diagnosis yet,,,6,,,,,,,,,,,,,,,,,,,,,,,4,I cant believe you have not had a diagnosis yet
753,753,3101,i assumed doctor would start some sort of hormone treatment asap,,,6,,,,,,,,,,,,,,,,,,,,,,,4,i assumed doctor would start some sort of hormone treatment asap
754,754,3101,surely they are too young to understand.,,,6,,,,,,,,,,,,,,,,,,,,,,,4,surely they are too young to understand.
755,755,3102,im new to this site ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,im new to this site 
756,756,3102,not sure what to say,,,9,,,,,,,,,,,,,,,,,,,,,,,4,not sure what to say
757,757,3102,my 9 year old son has always been quite a angry child ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,my 9 year old son has always been quite a angry child 
758,758,3102, the older he gets the worse hes getting,,,9,,,,,,,,,,,,,,,,,,,,,,,4, the older he gets the worse hes getting
759,759,3102,its no longer toddler tantrums,,,9,,,,,,,,,,,,,,,,,,,,,,,4,its no longer toddler tantrums
760,760,3102,its trashing the house ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,its trashing the house 
761,761,3102,hitting me and my partner ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,hitting me and my partner 
762,762,3102,speaking to us like rubbish,,,9,,,,,,,,,,,,,,,,,,,,,,,4,speaking to us like rubbish
763,763,3102, he has no respect for anyone including his siblings and teachers ,,,9,,,,,,,,,,,,,,,,,,,,,,,4, he has no respect for anyone including his siblings and teachers 
764,764,3102, he refused to go to them or gave they up ,,,9,,,,,,,,,,,,,,,,,,,,,,,4, he refused to go to them or gave they up 
765,765,3102,well im not sure what i can do any more ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,well im not sure what i can do any more 
766,766,3102,im scared that i will loose my family ober his behaviour ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,im scared that i will loose my family ober his behaviour 
767,767,3102,can anyone help me,,,9,,,,,,,,,,,,,,,,,,,,,,,4,can anyone help me
768,768,3102,i doubt anything will happen,,,9,,,,,,,,,,,,,,,,,,,,,,,4,i doubt anything will happen
769,769,3102, i hope things get better for you soon ,,,9,,,,,,,,,,,,,,,,,,,,,,,4, i hope things get better for you soon 
770,770,3102,thanks for your reply ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,thanks for your reply 
771,771,3102,my son is a very clever boy ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,my son is a very clever boy 
772,772,3102,top of his class in everything ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,top of his class in everything 
773,773,3102,"acts out at the same time,",,,9,,,,,,,,,,,,,,,,,,,,,,,4,"acts out at the same time,"
774,774,3102,i myself was amacked when i was younger if i mis behaved ,,,9,,,,,,,,,,,,,,,,,,,,,,,4,i myself was amacked when i was younger if i mis behaved 
775,775,3102,"I never said i was the perfect parent nobody is 
",,,9,,,,,,,,,,,,,,,,,,,,,,,4,"I never said i was the perfect parent nobody is 
"
776,776,3102,everyone makes mistakes,,,9,,,,,,,,,,,,,,,,,,,,,,,4,everyone makes mistakes
777,777,3103,I can't give you a lot of advice.  ,,,11,,,,,,,,,,,,,,,,,,,,,,,4,I can't give you a lot of advice.  
