Dataset,ID,strategy ,broad activity ,setting ,rating,,,,,,,,,,,,,,,,,,,,
SNF Supp.,36,point out her environment to teach her knew things and words,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,36,research family/kid activities in the area,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,36,therapists,home,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,36,trying often to play with her.,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,Allow as much self-exploration as is safe and possible,community sponsored,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,allow her to be creative,classes and groups,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,allow her to sit near friends so she is comfortable,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,be certain she is comfortable with the new people in the home,social ,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,"be certain that the classes are within HER interest, not just something I want her to like.",classes and groups,community,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,be patient,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,encourage her to talk more,educational activity,daycare/preschool,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,feeling comfortable in the setting,daycare/preschool,daycare/preschool,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,feeling like the childcare providers care about her,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,find programs that will be patient and work with her,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,having friends,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,having me with her to help her feel secure,community,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,keep trips short and focused,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,keeping trips short and focused,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,letting her be part of the job/whole family activity,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,"make sure proper support is available--stools to reach countertops, handrails on the stairs, etc.",home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,making the work a game,chore,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,plan frequent stops on road trips,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,playing games while doing the routine,basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,"positive feedback--eg.  ""wow you're doing so good at...""",basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,remember to bring her favorite blanket or toy for comfort,recreational,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,reward behavior--eg. read a story when the task is complete,basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,share my excitement for the trip or activity,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,share the excitement of having someone visit,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,"show her how to do the activity,  Let her watch someone else do it first.",home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,stay with her so she doesn't feel scared in new settings or surroundings,recreational,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,strong supervision,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,take quiet activities for her to keep occupied at restaurants,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,taking along quiet activities to keep her distracted when necessary,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,talk about the appointment and what to expect,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,talk about the party before hand so she knows what to expect,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,talk before going to an activity so she knows what to expect and what is expected of her.,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,53,"talk to her about what we are going to do, and what to expect",community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,bring familiar things,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,bring familiar things with him,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,bring his headphones,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,bring something familiar to him,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,bring things to occupy him,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,do rewards,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,do things he enjoys,home,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,don't force him to socialize,social ,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,encourage him a share and participate,social ,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,encourage him to do it himself,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,Encourage to try new things,classes and groups,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,finding fun puzzels on tablet,play,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,get down and participate with him,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,Get him comfortable,neighborhood outings,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,get him excited,basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,Get him excited,home,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,Get him to watch different shows,play,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,go when other children aren't there,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,he never has done them because he is not good in social settings,group,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,help him interact with others,social ,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,help him interact with others,social ,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,just don't tell him we are going,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,keep organized,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,let him pick out different games to do on phone,play,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,make chore list,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,Make it a game,basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,make it a game,basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,make it a game,chore,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,Make it a game,chore,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,make it a game,community sponsored,community,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,make it a game or routine,home,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,make it a habit,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,make social stories,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,"Make steps in which he can do it, doing paralle to him",basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,picture schedule,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,put him in a room with less kids,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,Read and tell stories about outings,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,read books about it,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,read books about outings,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,read books to him about it,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,read stories about these activities,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,show him other children do it,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,show him other children doing it,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,show him pictues of places we go,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,side by side play,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,social stories,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,take a toy,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,take familiar items,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,take him to familiar places,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,take own toys,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,taking turns doing it,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,try to avoid people and noises,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,Try to go more,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,urging him to help and getting him excited about it,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,72,Using picture schedule,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,A reward.,chore,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,All Family members participate or go to her activity.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,Continue to put one thing on her plate for her to try. ,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,do more often,community,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,encouraging outdoor play.  We go on walks or play on trampoline. She is involved in swim lessons once a week.,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,Give her only two options to choose from when choosing snack or meal.,basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,Go as a family.,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,Go more often.,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,Going to story time at the local library.,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,going with a peer/sibling,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,Having a routine.  ,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,"mommy leaves room,so she gets one on one.",classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,open communication,home,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,Praise,classes and groups,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,Praise.,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,Rewards,home,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,Rewards,community sponsored,community,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,Rewards stickers or candy,classes and groups,community,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,Turning off tv. ,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,Turning tv off.,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,83,watching others first,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,during bath time i try to get her to wash her own hair/rinse it.,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,encourage her to play kindly with her brother,play,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,encouraged her to play with other kids in the nursery,community sponsored,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,explain/show her what she needs to do when it comes to her cleaning needs such as brushing air and teeth and taking baths,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,"give her high fives,tell her good job when she is all done",chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,give her options with the games she can play,play,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,have a choice in what she eats,neighborhood outings,community,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,have her keep doing that chore so she can get the routine of it,chore,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,let her brush her own teeth in the mornings and at night.,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,let her choose the activites she participated in,community sponsored,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,let her self feed,neighborhood outings,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,let her take an item that made her feel comfortable ,community sponsored,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,letting her explore to find out what she can and can not do on her own,community,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,letting her play with other kids her age ,community,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,show her how the activty works,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,show her where her toys need to go when we pick up,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,sit down with her and show her how to play an activity,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,taking her to the play ground ,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,we give a variety of fruits and veggies so she can learn that new foods are fun and good for you,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,we walk through the home to show her what toys need to be picked up,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,87,when out eating we try to keep her busy with a coloring book so she wont want to get down and wonder,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Babyproof home,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Better schedule/free time,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Changing stations in bathrooms,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Develop better pincer grasp,chore,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Develop pincer grasp for better picking up of finger foods so he can do it by himself.,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Get child more comfortable with loud noises even if during naptime,social ,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Good places for naptime,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Grow up :),community,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,"Growing older, child still too young",community,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Have child used to strangers feeding,community sponsored,community,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Have items necessary for sanitation for activities so child does not get sick,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Hire a house cleaner to allow for a safer/cleaner environment for child to explore throughout house,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Hire a sitter to come at home for stimulation while we work from home,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Learn to involve himself in washing/wiping his hands/face.  But that'll come as he grows.,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Learn to walk and crawl on quadruped.,chore,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,More regular exercise of activities recommended by therapists,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Outsource more work from home to allow us to attend more birthday parties/gatherings on the weekend (we work weekends),social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Perhaps help encourage drinking from cup and self feeding so it's less work for the daycare,community sponsored,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Slowly introduce more celebrations at home,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,Strengthen lip muscles through mouth exercises to allow drinking easily with a cup.,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,We need to attend more religious/spiritual gatherings in order to do this,community sponsored,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,99,We need to go out more,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,"Added support by aides to facilitate her (she is slower, gets distracted, etc)",educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Assistants to guide her through activities,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Be more organized so that I can focus 100% on her,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Break it into smaller tasks,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Breaking the skill down into mini-steps and helping her learn those individually,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,"Bringing food for parties that is similar to what the other kids are eating, but still fits within her dietary restrictions",daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Continue to work on language skills to allow easier socializing (friends have a hard time understanding what she is saying),educational activity,daycare/preschool,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Doing the activity with her instead of hoping she will do it independently,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,ensuring it is something that she really enjoys as she will try harder for that,community,community,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Ensuring she is well rested,recreational,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Ensuring she is well rested and red prior to heading out into community.,neighborhood outings,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,ensuring she isn't tired or hungry or bringing snacks to keep her happy,community sponsored,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Ensuring that her peers are setting appropriate models,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Ensuring that she isn't too tired before it starts,classes and groups,community,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Ensuring that the timing is correct so she is not tired and is not hungry,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Ensuring that we have plenty of time so no one is rushed as that makes her behavior issues worse,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Find ways that she can help and be actively involved instead of just watching,educational activity,daycare/preschool,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,First X then Y techniques...first eat your broccoli and then you can have more chicken,basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Giving her choices,basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Going places that she is familiar with builds her confidence,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,hand over hand demonstration of task,chore,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Have her sister show her how to do things,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,have the food prep and table set prior to guests arriving so that I can spend more time with her and the guests,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Having a motivating event or item waiting for her at the end of outing,neighborhood outings,community,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,having a motivating friend attend with us who sets good examples,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Having a place for all toys and labeling the storage bins appropriately,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,"having an older child ""helper""",community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Having extra sets of hands/eyes,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Having friends and people in the community know her and accept her,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,having her sister do it also,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,having her sister participate as well,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Having it be a familiar task makes her willing to do it for longer,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,having motivating friends,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Having patience and letting her make a mess,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,having patience and not being in a rush,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Having the support of the teacher and administrators,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Having them set high expectations and holding her to those,daycare/preschool,daycare/preschool,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Her sister being able to participate with her,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Keeping the house organized and the toys and clutter to a minimum,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Keeping the length of engagement to about 15 minutes,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,keeping the length of event short so she doesn't fatigue,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Keeping them short,outing ,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Limiting the amount of walking required,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,Making sure temperature of air and equipment is acceptable to her,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,111,making sure timing is right...not right before or after a nap,community,community,0,,,,,,,,,,,,,,,,,,,,
