,Unnamed: 0.1,Unnamed: 0,ID,label,strategy,augmented_strategy,H_yx,predicted_label_null_x,correct_yx,H_yb,predicted_label_null_y,correct_yb,PVI
13504,17336,17336,715,0,Gather info about events.,Gather info about local events.,1.09545679,0,TRUE,1.7142213381829274,0,TRUE,0.6187645481829274
13506,17338,17338,715,0,Gather info about events.,Gather info about events and other things happening in the neighborhood.,1.096507837,0,TRUE,1.7142213381829274,0,TRUE,0.6177135011829273
13507,17339,17339,715,0,Gather info about events.,Gather info about community events.,1.120913197,0,TRUE,1.7142213381829274,0,TRUE,0.5933081411829275
13509,17341,17341,715,0,Gather info about events.,Gather info about people in the community,1.004886209,0,TRUE,1.7142213381829274,0,TRUE,0.7093351291829275
13510,17342,17342,715,0,Gather info about events.,Gather info about events in your community.,1.128574775,0,TRUE,1.7142213381829274,0,TRUE,0.5856465631829275
13642,17474,17474,179,0,"Balance work, play, and family time.","Balance work, play and family time.",1.136711787,0,TRUE,1.7142213381829274,0,TRUE,0.5775095511829273
13643,17475,17475,179,0,"Balance work, play, and family time.",Balance work and play with family time.,1.150661145,0,TRUE,1.7142213381829274,0,TRUE,0.5635601931829275
13678,17510,17510,179,0,Ask daycare giver to do activities.,Do activities with day care givers.,1.172369946,0,TRUE,1.7142213381829274,0,TRUE,0.5418513921829273
13703,17535,17535,179,0,Introduce new activities that are age appropriate.,Create a secluded spot where children can play quietly.,1.252762045,0,TRUE,1.7142213381829274,0,TRUE,0.4614592931829273
13705,17537,17537,179,0,Introduce new activities that are age appropriate.,Get new activities to do with your child.,1.111382151,0,TRUE,1.7142213381829274,0,TRUE,0.6028391871829275
13728,17560,17560,179,0,Accepting invitations to peers social gatherings. It can be difficult with busy schedules.  ,Accepting invitations to social gatherings. With busy schedules.,1.238311416,0,TRUE,1.7142213381829274,0,TRUE,0.4759099221829275
13891,17723,17723,524,0,Keep the routine constant from day to day.,Keep the basic care routine constant from day to day.,1.261231916,0,TRUE,1.7142213381829274,0,TRUE,0.4529894221829273
13892,17724,17724,524,0,Keep the routine constant from day to day.,Keep the routine consistently and consistent from day to day to maintain consistency,1.175204273,0,TRUE,1.7142213381829274,0,TRUE,0.5390170651829274
13996,17828,17828,524,0,Check his work after he says he is done.,Check his work after he was done.,1.204718122,0,TRUE,1.7142213381829274,0,TRUE,0.5095032161829274
14043,17875,17875,02-051,0,Family play time,Family time for a small child,1.13214044,0,TRUE,1.7142213381829274,0,TRUE,0.5820808981829275
14044,17876,17876,02-051,0,Family play time,Family play time in the home.,1.017037053,0,TRUE,1.7142213381829274,0,TRUE,0.6971842851829275
14045,17877,17877,02-051,0,Family play time,Playing with the toys,1.094641551,0,TRUE,1.7142213381829274,0,TRUE,0.6195797871829274
14047,17879,17879,02-051,0,Family play time,Playing with family.,1.073590977,0,TRUE,1.7142213381829274,0,TRUE,0.6406303611829274
14048,17880,17880,02-051,0,Family play time,Family play time and a game,1.102577252,0,TRUE,1.7142213381829274,0,TRUE,0.6116440861829275
14063,17895,17895,02-051,0,"Physical play (walks, inside and outside games with us)","Playing outside (walks, inside and outside games with us)",1.140087072,0,TRUE,1.7142213381829274,0,TRUE,0.5741342661829274
14065,17897,17897,02-051,0,"Reading, learning, talking with family","Reading, learning, talking with friends",1.133723117,0,TRUE,1.7142213381829274,0,TRUE,0.5804982211829275
14066,17898,17898,02-051,0,"Reading, learning, talking with family","Reading, learning and talking with family",1.04801555,0,TRUE,1.7142213381829274,0,TRUE,0.6662057881829275
14069,17901,17901,02-051,0,"Reading, learning, talking with family","reading, learning, talking with family",1.085246178,0,TRUE,1.7142213381829274,0,TRUE,0.6289751601829274
14070,17902,17902,02-051,0,organized healthy meals,organized healthy meals for kids that goes on a daily or weekly basis,1.053372638,0,TRUE,1.7142213381829274,0,TRUE,0.6608487001829275
14114,17946,17946,285,0,Following a sleep schedule.,Getting into a regular routine.,1.193186778,0,TRUE,1.7142213381829274,0,TRUE,0.5210345601829274
14118,17950,17950,285,0,Following a sleep schedule.,Follow a sleep schedule.,1.229530779,0,TRUE,1.7142213381829274,0,TRUE,0.4846905591829273
14126,17958,17958,285,0,Opportunities to learn new things,Opportunity for learning new things,1.150061035,0,TRUE,1.7142213381829274,0,TRUE,0.5641603031829274
14129,17961,17961,285,0,Sticking to our sleep schedule.,Sticking to our sleeep schedule,1.248894444,0,TRUE,1.7142213381829274,0,TRUE,0.4653268941829274
14130,17962,17962,285,0,Sticking to our sleep schedule.,Sticking to our sleep schedule in my community,1.043711236,0,TRUE,1.7142213381829274,0,TRUE,0.6705101021829274
14137,17969,17969,285,0,Prepping for the activity.,Prepping for an activity.,0.987238398,0,TRUE,1.7142213381829274,0,TRUE,0.7269829401829274
14140,17972,17972,285,0,Prepping for the activity.,Prepping for the activity - Prepare and make sure all your tools are ready before you begin any exercise.,1.100276519,0,TRUE,1.7142213381829274,0,TRUE,0.6139448191829275
14141,17973,17973,285,0,Prepping for the activity.,Preparing for the activity.,1.219556751,0,TRUE,1.7142213381829274,0,TRUE,0.4946645871829274
14208,18040,18040,952,0,Consistency,Consistency of basic care routine in home setting,1.206388753,0,TRUE,1.7142213381829274,0,TRUE,0.5078325851829275
14261,18093,18093,156,0,More constant play groups (same people),More frequent play groups (same people),1.220076399,0,TRUE,1.7142213381829274,0,TRUE,0.4941449391829273
14263,18095,18095,156,0,More constant play groups (same people),More consistent play groups (same people),1.157571579,0,TRUE,1.7142213381829274,0,TRUE,0.5566497591829274
14264,18096,18096,156,0,"Not run off in the store, stay closer to me without me having to physically hold his hand the entire time ","Go in the store, stay close to you without me physically holding his hand the entire time",1.227229263,0,TRUE,1.7142213381829274,0,TRUE,0.4869920751829275
14268,18100,18100,156,0,"Not run off in the store, stay closer to me without me having to physically hold his hand the entire time ","Stay closer to me in the store, without me having to physically hold his hand the entire time",1.244847032,0,TRUE,1.7142213381829274,0,TRUE,0.4693743061829274
14277,18109,18109,156,0,More frequent play groups ,More frequent play groups,1.236011457,0,TRUE,1.7142213381829274,0,TRUE,0.4782098811829274
14295,18127,18127,156,0,Utilizing local resources and all of the fantastic kids events in our metro area ,Utilizing the local resources and all of the fantastic kids events in our metro area,1.258216934,0,TRUE,1.7142213381829274,0,TRUE,0.4560044041829274
14299,18131,18131,156,0,Utilizing local resources and all of the fantastic kids events in our metro area ,Utilizing local resources and all of the fantastic kids events in our metro area,1.151737252,0,TRUE,1.7142213381829274,0,TRUE,0.5624840861829274
14301,18133,18133,156,0,Utilizing local resources and all of the fantastic kids events in our metro area ,Using local resources and all of the fantastic kids events in our metro area,1.165196636,0,TRUE,1.7142213381829274,0,TRUE,0.5490247021829275
14303,18135,18135,156,0,Utilizing local resources and all of the fantastic kids events in our metro area ,Utilizing local resources and all of the fantastic kids things in our metro area,1.163549599,0,TRUE,1.7142213381829274,0,TRUE,0.5506717391829274
14329,18161,18161,156,0,Participate with the group more at gym class,Participate in group activities more at gym class,1.213816236,0,TRUE,1.7142213381829274,0,TRUE,0.5004051021829274
14331,18163,18163,156,0,Participate with the group more at gym class,Get more in the crowd at gymnastics class,1.116347282,0,TRUE,1.7142213381829274,0,TRUE,0.5978740561829274
14332,18164,18164,156,0,Participate with the group more at gym class,Participate in gym class more often,1.179292998,0,TRUE,1.7142213381829274,0,TRUE,0.5349283401829275
14334,18166,18166,156,0,Participate with the group more at gym class,Participate with the group more at Gym class,1.145938222,0,TRUE,1.7142213381829274,0,TRUE,0.5682831161829274
14352,18184,18184,156,0,Pay attention and focus when at a music or art class instead of running around like crazy,Pay attention to and focus when at a music or art class instead of running around like crazy.,1.261303751,0,TRUE,1.7142213381829274,0,TRUE,0.4529175871829274
14359,18191,18191,156,0,Continued classes and play groups,Continued classes and playgroups,1.061964728,0,TRUE,1.7142213381829274,0,TRUE,0.6522566101829275
14363,18195,18195,156,0,Continued classes and play groups,"Continued play groups, classes",1.247354651,0,TRUE,1.7142213381829274,0,TRUE,0.4668666871829274
14391,18223,18223,02-016,0,Making things are accessable for x,Making things accessible for people with cognitive disabilities,1.219819005,0,TRUE,1.7142213381829274,0,TRUE,0.4944023331829275
14458,18290,18290,634,0,Put dishes away more often after a meal.,Put dishes away every night after dinner.,1.175863406,0,TRUE,1.7142213381829274,0,TRUE,0.5383579321829275
14461,18293,18293,634,0,Put dishes away more often after a meal.,Put dishes away after a meal.,1.191121919,0,TRUE,1.7142213381829274,0,TRUE,0.5230994191829275
14463,18295,18295,634,0,Put dishes away more often after a meal.,Put away dishes more often after a meal.,1.253956681,0,TRUE,1.7142213381829274,0,TRUE,0.4602646571829274
14465,18297,18297,634,0,Put dishes away more often after a meal.,Put dishes away after every meal.,1.222674343,0,TRUE,1.7142213381829274,0,TRUE,0.4915469951829274
14536,18368,18368,88,0,Looking at books together ,Looking at books together,1.056043597,0,TRUE,1.7142213381829274,0,TRUE,0.6581777411829275
14540,18372,18372,88,0,Looking at books together ,Looking at books together while going to dinner,1.040916397,0,TRUE,1.7142213381829274,0,TRUE,0.6733049411829275
14543,18375,18375,88,0,Looking at books together ,Reading books together,0.97509251,0,TRUE,1.7142213381829274,0,TRUE,0.7391288281829275
14544,18376,18376,88,0,Looking at books together ,Playing together at their library.,1.137271469,0,TRUE,1.7142213381829274,0,TRUE,0.5769498691829273
14545,18377,18377,88,0,Looking at books together ,Playing with books that are out of your hands.,1.215466791,0,TRUE,1.7142213381829274,0,TRUE,0.4987545471829273
14546,18378,18378,88,0,Playing with cars together and making car noises ,Playing cars together and making car noises,1.084470605,0,TRUE,1.7142213381829274,0,TRUE,0.6297507331829275
14547,18379,18379,88,0,Playing with cars together and making car noises ,Playing with cars and making car noises.,1.23182547,0,TRUE,1.7142213381829274,0,TRUE,0.4823958681829274
14548,18380,18380,88,0,Playing with cars together and making car noises ,Playing with cars together and making car noises,1.158676852,0,TRUE,1.7142213381829274,0,TRUE,0.5555444861829275
14549,18381,18381,88,0,Playing with cars together and making car noises ,Playing with cars together and making car noises together,1.161589407,0,TRUE,1.7142213381829274,0,TRUE,0.5526319311829275
14550,18382,18382,88,0,Playing with cars together and making car noises ,Playing with the cars and making car noises,1.218910581,0,TRUE,1.7142213381829274,0,TRUE,0.4953107571829274
14551,18383,18383,88,0,Playing with cars together and making car noises ,Playing together with the karts and making car noises,1.234172164,0,TRUE,1.7142213381829274,0,TRUE,0.4800491741829273
14554,18386,18386,88,0,Playing with cars together and making car noises ,Playing with cars together and making car noise,1.107434209,0,TRUE,1.7142213381829274,0,TRUE,0.6067871291829274
14555,18387,18387,88,0,Playing with cars together and making car noises ,Playing with cars and making car noises,1.157190366,0,TRUE,1.7142213381829274,0,TRUE,0.5570309721829274
14671,18720,18720,36,0,look into baby/toddler classes in the area,Look into baby/toddler classes in the area.,1.086208472,0,TRUE,1.7142213381829274,0,TRUE,0.6280128661829274
14673,18722,18722,36,0,look into baby/toddler classes in the area,Look into baby/toddler classes in the area,1.047817047,0,TRUE,1.7142213381829274,0,TRUE,0.6664042911829275
14674,18723,18723,36,0,look into baby/toddler classes in the area,Look into baby / toddler classes in the area,1.047817047,0,TRUE,1.7142213381829274,0,TRUE,0.6664042911829275
14680,18729,18729,36,0,attend more gatherings,Attend more gatherings to meet people,0.98003657,0,TRUE,1.7142213381829274,0,TRUE,0.7341847681829274
14686,18735,18735,36,0,attend more gatherings,Attend more community gatherings,1.028425838,0,TRUE,1.7142213381829274,0,TRUE,0.6857955001829275
14718,18767,18767,36,0,participate in more activities,Participate in more activities,1.2231911,0,TRUE,1.7142213381829274,0,TRUE,0.4910302381829274
14725,18774,18774,36,0,research family/kid activities in the area,research kid friendly activities in the area,1.189533094,0,TRUE,1.7142213381829274,0,TRUE,0.5246882441829275
14727,18776,18776,36,0,research family/kid activities in the area,researching family/kid activities in the area,1.112745446,0,TRUE,1.7142213381829274,0,TRUE,0.6014758921829275
14730,18779,18779,36,0,research family/kid activities in the area,Research local family-friendly activities.,1.114876937,0,TRUE,1.7142213381829274,0,TRUE,0.5993444011829274
14732,18781,18781,36,0,research family/kid activities in the area,Research family/ kid activities in the area.,1.256528581,0,TRUE,1.7142213381829274,0,TRUE,0.4576927571829274
14737,18786,18786,36,0,getting close to her when playing,Getting close to her when playing,1.078209809,0,TRUE,1.7142213381829274,0,TRUE,0.6360115291829274
14739,18788,18788,36,0,getting close to her when playing,get close to her when playing,1.166021873,0,TRUE,1.7142213381829274,0,TRUE,0.5481994651829274
14742,18791,18791,36,0,getting close to her when playing,Getting close to her while playing,1.180943787,0,TRUE,1.7142213381829274,0,TRUE,0.5332775511829275
14752,18801,18801,347,0,Consistent and predictable routine,Consistency and predictable routine,1.070780336,0,TRUE,1.7142213381829274,0,TRUE,0.6434410021829273
14753,18802,18802,347,0,Consistent and predictable routine,Consistency and predictable routine,1.070780336,0,TRUE,1.7142213381829274,0,TRUE,0.6434410021829273
